P1=0.9, Q1=0.9, D=0.0, strategies=Vector(1.0, 3.0, 5.0, 7.0, 9.0), simulation=Moderate
(2,2)
(1,2)
(2,2)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,1)
(2,2)
(2,2)
(2,2)
(2,1)
(2,2)
(1,3)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,1)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,1)
(2,2)
(2,2)
(2,1)
(1,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.20000 0.20000 0.00000 0.00000
0.00000 0.00000 0.50000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
(2,1)
(2,2)
(2,3)
(2,2)
(2,2)
(2,1)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.70000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,1)
(1,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,1)
(2,2)
(1,1)
(1,2)
(2,1)
(2,1)
(2,1)
(1,1)
(2,2)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(3,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.10000 0.60000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,1)
(1,2)
(2,2)
(1,2)
(2,1)
(2,1)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.20000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(1,2)
(1,2)
(2,2)
(2,2)
(2,1)
(2,1)
(2,2)
(1,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(1,1)
(2,1)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(1,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.20000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.40000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,1)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(1,1)
(2,2)
(2,2)
(2,1)
(2,3)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.30000 0.00000 0.00000
0.00000 0.00000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,1)
(2,2)
(1,2)
(2,2)
(2,2)
(2,1)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
(1,2)
(2,1)
(2,1)
(2,1)
(2,2)
(2,1)
(2,2)
(2,2)
(2,2)
(2,0)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.30000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(1,2)
(2,1)
(2,1)
(3,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.90000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.30000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,1)
(2,2)
(2,2)
(1,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
(2,2)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.20000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.20000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(3,2)
(2,2)
(2,1)
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.20000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.30000 0.00000 0.00000
0.00000 0.10000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(1,2)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.00000 0.00000 0.00000
0.00000 0.10000 0.70000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
(1,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.30000 0.00000 0.00000
0.00000 0.10000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.30000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 1.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
(1,2)
(2,2)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,3)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.10000 0.60000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(1,2)
(2,2)
(2,1)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.30000 0.00000 0.00000
0.00000 0.00000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.20000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
(2,1)
(3,2)
(2,2)
(2,2)
(2,2)
(2,1)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.20000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(1,2)
(3,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.00000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(3,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.20000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.00000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
(1,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.00000 0.70000 0.00000 0.00000
0.00000 0.10000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.30000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.20000 0.00000 0.00000
0.00000 0.00000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,1)
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.10000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.20000 0.60000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.30000 0.00000 0.00000
0.00000 0.00000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.30000 0.00000 0.00000
0.00000 0.20000 0.50000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,1)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.40000 0.00000 0.00000
0.00000 0.10000 0.50000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,1)
(2,2)
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.00000 0.00000 0.00000
0.00000 0.30000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.30000 0.00000 0.00000
0.00000 0.00000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(3,2)
(2,2)
(3,2)
(2,2)
(1,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.30000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(1,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.20000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(2,2)
(1,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,2)
(1,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.20000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.20000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.70000 0.10000 0.00000
0.00000 0.10000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(1,2)
(1,2)
(2,1)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.00000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(3,2)
(1,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.70000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.10000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.40000 0.00000 0.00000
0.00000 0.20000 0.40000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,3)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.20000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.30000 0.50000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.10000 0.00000 0.00000
0.00000 0.20000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(1,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.00000 0.00000 0.00000
0.00000 0.00000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.00000 0.70000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,2)
(1,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.40000 0.00000 0.00000
0.00000 0.10000 0.40000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(1,2)
(2,2)
(2,2)
(2,2)
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.90000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(1,2)
(2,1)
(2,2)
(2,2)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.20000 0.00000 0.00000
0.00000 0.20000 0.60000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.20000 0.00000 0.00000
0.00000 0.00000 0.70000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,1)
(2,2)
(2,1)
(2,1)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.30000 0.00000 0.00000
0.00000 0.20000 0.50000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.10000 0.80000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,2)
(2,3)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.10000 0.80000 0.10000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
(2,3)
(2,2)
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.10000 0.00000 0.00000
0.00000 0.20000 0.60000 0.00000 0.00000
